epoch,TP,FN,FP,TN,Uncertainty,Accuracy,MCC,Specificity,Precision,Sensitivity,F1,ale_uncertainty,epi_uncertainty
28,43.0,59.0,42.0,57.0,0.24669085127538498,0.4975124378109453,-0.0027058743355476153,0.5757575757575758,0.5058823529411764,0.4215686274509804,0.45989304812834225,0.05644670557018944,0.19024414570519554
29,35.0,67.0,53.0,46.0,0.24597938714527728,0.40298507462686567,-0.1936989624358465,0.46464646464646464,0.3977272727272727,0.3431372549019608,0.3684210526315789,0.046124413653933785,0.1998549734913435
30,38.0,64.0,50.0,49.0,0.24649667413366022,0.43283582089552236,-0.1335235506126546,0.494949494949495,0.4318181818181818,0.37254901960784315,0.4,0.056539761688176385,0.18995691244548385
31,47.0,55.0,47.0,52.0,0.2481272214522574,0.4925373134328358,-0.013990898754967318,0.5252525252525253,0.5,0.46078431372549017,0.47959183673469385,0.03963907638112627,0.20848814507113114
32,47.0,55.0,48.0,51.0,0.2482422839675424,0.48756218905472637,-0.02409760354913103,0.5151515151515151,0.49473684210526314,0.46078431372549017,0.47715736040609136,0.049630243364825695,0.1986120406027167
33,47.0,55.0,45.0,54.0,0.24783386476293556,0.5024875621890548,0.006260596349199594,0.5454545454545454,0.5108695652173914,0.46078431372549017,0.4845360824742268,0.044474520657043416,0.20335934410589215
34,39.0,63.0,46.0,53.0,0.2456982953851059,0.4577114427860697,-0.0832807989940766,0.5353535353535354,0.4588235294117647,0.38235294117647056,0.41711229946524064,0.0582060513565744,0.1874922440285315
35,39.0,63.0,47.0,52.0,0.24390657745002822,0.4527363184079602,-0.09336106877584108,0.5252525252525253,0.45348837209302323,0.38235294117647056,0.4148936170212766,0.052297404883205036,0.1916091725668232
36,48.0,54.0,46.0,53.0,0.24823868036556196,0.5024875621890548,0.005953573938283965,0.5353535353535354,0.5106382978723404,0.47058823529411764,0.4897959183673469,0.041958138549805346,0.2062805418157566
37,48.0,54.0,46.0,53.0,0.24857699531142358,0.5024875621890548,0.005953573938283965,0.5353535353535354,0.5106382978723404,0.47058823529411764,0.4897959183673469,0.052663298694376665,0.1959136966170469
38,48.0,54.0,44.0,55.0,0.24688598959230296,0.5124378109452736,0.02623487993950306,0.5555555555555556,0.5217391304347826,0.47058823529411764,0.4948453608247423,0.04548648493511933,0.20139950465718362
39,42.0,60.0,51.0,48.0,0.2483343505842222,0.44776119402985076,-0.103664358249818,0.48484848484848486,0.45161290322580644,0.4117647058823529,0.4307692307692308,0.03392301569712563,0.21441133488709657
40,41.0,61.0,48.0,51.0,0.2469712677831419,0.4577114427860697,-0.08342644932267249,0.5151515151515151,0.4606741573033708,0.4019607843137255,0.4293193717277487,0.05145386708053307,0.19551740070260884
